ExhibitionID,ExhibitionNumber,ExhibitionLabelvalue,datedebutvalue,annee_expo,datefinvalue,ExhibitionURL,Exhibitionvalue
3130.0,172,Photographs of the Civil War and the American Frontier,03/03/1942,1942,05/04/1942,moma.org/calendar/exhibitions/3031,Q110890685
2623.0,173,Children's Festival of Modern Art,11/03/1942,1942,10/05/1942,moma.org/calendar/exhibitions/2808,Q110890686
3131.0,174,Art in War: OEM Purchases from a National Competition,13/03/1942,1942,25/03/1942,moma.org/calendar/exhibitions/3032,Q110890687
2598.0,175,Henri Rousseau,18/03/1942,1942,03/05/1942,moma.org/calendar/exhibitions/2798,Q110890688
2688.0,176,New Acquisitions and Extended Loans: Cubist and Abstract Art,25/03/1942,1942,03/05/1942,moma.org/calendar/exhibitions/2836,Q110890689
3132.0,177,Two Years of War in England: Photographs by William Vandivert,15/04/1942,1942,10/06/1942,moma.org/calendar/exhibitions/3033,Q110890690
3133.0,178,Wartime Housing,22/04/1942,1942,21/06/1942,moma.org/calendar/exhibitions/3034,Q110890691
3134.0,179,Art Sale for the Armed Services,06/05/1942,1942,16/06/1942,moma.org/calendar/exhibitions/3035,Q110890692
3135.0,180,Anti-Hoarding Pictures by New York School Children,13/05/1942,1942,08/06/1942,moma.org/calendar/exhibitions/3036,Q110890693
3136.0,181,Mexican Costumes by Carlos Mérida,13/05/1942,1942,24/05/1942,moma.org/calendar/exhibitions/3037,Q110890694
3137.0,182,Road to Victory,21/05/1942,1942,04/10/1942,moma.org/calendar/exhibitions/3038,Q110890695
3138.0,183,Paintings from the Class for Members' Children,25/05/1942,1942,31/05/1942,moma.org/calendar/exhibitions/3039,Q110890696
3139.0,184,Understanding Modern Art,02/06/1942,1942,09/07/1942,moma.org/calendar/exhibitions/3040,Q110890697
3140.0,185,Josephine Joy: Romantic Painter,12/06/1942,1942,07/10/1942,moma.org/calendar/exhibitions/3041,Q110890698
3141.0,186,New Acquisitions: Free German Art,24/06/1942,1942,24/08/1942,moma.org/calendar/exhibitions/3042,Q110890699
3142.0,187,Salvage Posters by New York High School Students,24/06/1942,1942,03/09/1942,moma.org/calendar/exhibitions/3043,Q110890700
3143.0,188,New Rugs by American Artists,30/06/1942,1942,09/08/1942,moma.org/calendar/exhibitions/3044,Q110890701
3144.0,189,Bambi: The Making of an Animated Sound Picture,15/07/1942,1942,20/08/1942,moma.org/calendar/exhibitions/3045,Q110890702
3145.0,190,Camouflage for Civilian Defense,12/08/1942,1942,13/09/1942,moma.org/calendar/exhibitions/3046,Q110890703
3146.0,191,Planning a Modern House,25/08/1942,1942,21/09/1942,moma.org/calendar/exhibitions/3047,Q110890704
3147.0,192,New Acquisitions: American Painting and Sculpture,26/08/1942,1942,27/09/1942,moma.org/calendar/exhibitions/3048,Q110890705
3148.0,193,New Posters from England,04/09/1942,1942,18/10/1942,moma.org/calendar/exhibitions/3049,Q110890706
3149.0,194,Modern Architecture for the Modern School,16/09/1942,1942,30/09/1942,moma.org/calendar/exhibitions/2302,Q110044305
3150.0,195,How to make a Photogram,16/09/1942,1942,02/11/1942,moma.org/calendar/exhibitions/3050,Q110890707
3151.0,196,How Modern Artists Paint People,22/09/1942,1942,13/10/1942,moma.org/calendar/exhibitions/3051,Q110890708
2916.0,197,Recent Acquisitions: Painting and Sculpture,30/09/1942,1942,10/12/1942,moma.org/calendar/exhibitions/2917,Q110890709
3152.0,198,The Americas Cooperate,30/09/1942,1942,18/10/1942,moma.org/calendar/exhibitions/3052,Q110890710
3153.0,199,20th Century Sculpture and Constructions,02/10/1942,1942,26/10/1942,moma.org/calendar/exhibitions/3053,Q110890711
3154.0,200,Art of Two Cities: Chicago and New York,14/10/1942,1942,15/11/1942,moma.org/calendar/exhibitions/3054,Q110890712
3603.0,201,United Hemisphere Poster Competition,21/10/1942,1942,24/11/1942,moma.org/calendar/exhibitions/3115,Q110890713
3604.0,202,The Museum and the War,23/10/1942,1942,22/01/1943,moma.org/calendar/exhibitions/3116,Q110890715
3605.0,203,Tchelitchew: Paintings and Drawings,28/10/1942,1942,29/11/1942,moma.org/calendar/exhibitions/3117,Q110890716
3606.0,204,The Sculpture of John B. Flannagan,28/10/1942,1942,29/11/1942,moma.org/calendar/exhibitions/3118,Q110890717
3607.0,205,Art from Fighting China,11/11/1942,1942,27/11/1942,moma.org/calendar/exhibitions/3119,Q110890718
3608.0,206,Children's Painting and the War,18/11/1942,1942,13/12/1942,moma.org/calendar/exhibitions/3120,Q110890719
3609.0,207,National War Poster Competition,25/11/1942,1942,03/01/1943,moma.org/calendar/exhibitions/3121,Q110890720
102.0,208,Useful Objects in Wartime under $10,02/12/1942,1942,09/01/1943,moma.org/calendar/exhibitions/2733,Q110890721
2630.0,209,Twentieth Century Portraits,09/12/1942,1942,24/01/1943,moma.org/calendar/exhibitions/1732,Q110890722
3610.0,210,"New Acquisitions: Photography by Alfred Stieglitz, European and American Art",16/12/1942,1942,28/02/1943,moma.org/calendar/exhibitions/3122,Q110890723
2624.0,211,Children's Festival of Modern Art,16/12/1942,1942,17/01/1943,moma.org/calendar/exhibitions/2809,Q110890686
3613.0,212,Joe Milone's Shoe Shine Stand,22/12/1942,1942,10/01/1943,moma.org/calendar/exhibitions/3124,Q110890725
3614.0,213,Brazil Builds,13/01/1943,1943,28/02/1943,moma.org/calendar/exhibitions/2304,Q110890726
3615.0,214,Art Education in Wartime,27/01/1943,1943,22/02/1943,moma.org/calendar/exhibitions/3125,Q110890727
3616.0,215,Faces and Places in Brazil: Photographs by Genevieve Naylor,27/01/1943,1943,28/02/1943,moma.org/calendar/exhibitions/3126,Q110890728
3617.0,216,The Arts in Therapy,03/02/1943,1943,07/03/1943,moma.org/calendar/exhibitions/3127,
2728.0,217,Americans 1943: Realists and Magic-Realists,10/02/1943,1943,21/03/1943,moma.org/calendar/exhibitions/2854,Q110890729
3618.0,218,We Look at Our World,24/02/1943,1943,04/04/1943,moma.org/calendar/exhibitions/3128,Q110890730
3619.0,219,New Acquisitions: The Eternal City by Peter Blume,03/03/1943,1943,17/03/1943,moma.org/calendar/exhibitions/3129,Q110890731
3621.0,220,Birds in Color: Flashlight Photographs by Eliot Porter,10/03/1943,1943,18/04/1943,moma.org/calendar/exhibitions/2306,Q110890732
3623.0,221,Helen Levitt: Photographs of Children,10/03/1943,1943,18/04/1943,moma.org/calendar/exhibitions/2308,Q110890733
3624.0,222,Yank Illustrates the War,17/03/1943,1943,18/04/1943,moma.org/calendar/exhibitions/3130,Q110890734
3625.0,223,Five California Houses,17/03/1943,1943,18/04/1943,moma.org/calendar/exhibitions/2309,Q110890735
2857.0,224,The Latin-American Collection of the Museum of Modern Art,31/03/1943,1943,06/06/1943,moma.org/calendar/exhibitions/2897,Q110890736
3626.0,225,Paintings from the Class for Members' Children,07/04/1943,1943,09/05/1943,moma.org/calendar/exhibitions/2310,Q110890737
3627.0,226,Religious Folk Art of the Southwest,28/04/1943,1943,13/06/1943,moma.org/calendar/exhibitions/3131,Q110890738
3628.0,227,Recent Acquisitions: May-Day Sketchbook of Diego Rivera; Soviet Posters,01/05/1943,1943,13/06/1943,moma.org/calendar/exhibitions/3132,Q110890739
3629.0,228,War Caricatures by Hoffmeister and Peel,12/05/1943,1943,13/06/1943,moma.org/calendar/exhibitions/3133,Q110890740
3630.0,229,Five Paintings by Stanley Spencer,12/05/1943,1943,31/05/1943,moma.org/calendar/exhibitions/2311,Q110890741
3631.0,230,Favorites in Modern Art,12/05/1943,1943,20/06/1943,moma.org/calendar/exhibitions/3134,Q110890742
3632.0,231,Occupational Therapy: Its Function and Purpose,02/06/1943,1943,17/10/1943,moma.org/calendar/exhibitions/3135,Q110890743
3633.0,232,Recent Acquisitions: The Work of Young Americans,17/06/1943,1943,25/07/1943,moma.org/calendar/exhibitions/3136,Q110890745
3634.0,233,Tunisian Triumph: War Photographs by Eliot Elisofon,14/06/1943,1943,24/07/1943,moma.org/calendar/exhibitions/2312,Q110890744
3635.0,234,The Paintings of Morris Hirshfield,23/06/1943,1943,01/08/1943,moma.org/calendar/exhibitions/2313,Q110890746
3636.0,235,Understanding Modern Art,23/06/1943,1943,01/08/1943,moma.org/calendar/exhibitions/3137,Q110890747
3637.0,236,Airways to Peace,02/07/1943,1943,31/10/1943,moma.org/calendar/exhibitions/3138,
3638.0,236a,Guernica,26/07/1943,1943,,moma.org/calendar/exhibitions/3139,Q110890748
2719.0,237,Recent Acquisitions: European and American Paintings and Rugs,28/07/1943,1943,26/09/1943,moma.org/calendar/exhibitions/1910,Q110890749
3639.0,238,Art Shows for U.S.O. Centers,04/08/1943,1943,26/09/1943,moma.org/calendar/exhibitions/3140,Q110890750
3640.0,239,"Bali, Background for War: The Human Problem of Reoccupation",11/08/1943,1943,19/09/1943,moma.org/calendar/exhibitions/3141,Q110890751
3641.0,240,Action Photography,18/08/1943,1943,19/09/1943,moma.org/calendar/exhibitions/2314,Q110890752
3642.0,241,Magazine Cover Competition: Women in Necessary Civilian Employment,03/09/1943,1943,26/09/1943,moma.org/calendar/exhibitions/3142,Q110890753
2756.0,242,Alexander Calder,29/09/1943,1943,16/01/1944,moma.org/calendar/exhibitions/2870,Q110890754
3643.0,243,Young Negro Art,26/10/1943,1943,28/11/1943,moma.org/calendar/exhibitions/3143,Q110890755
3644.0,244,Portraits,04/11/1943,1943,07/12/1943,moma.org/calendar/exhibitions/3144,Q110890756
3645.0,245,Marines Under Fire,10/11/1943,1943,09/01/1944,moma.org/calendar/exhibitions/3145,Q110890757
2875.0,246,Romantic Painting in America,17/11/1943,1943,06/02/1944,moma.org/calendar/exhibitions/2903,Q110890758
3646.0,247,Children's Holiday Circus of Modern Art,08/12/1943,1943,03/01/1944,moma.org/calendar/exhibitions/3146,Q110890759
3647.0,248,Christmas Sale of Pictures Under $75,08/12/1943,1943,09/01/1944,moma.org/calendar/exhibitions/3147,Q110890760
3648.0,249,New Acquisitions: 12 American Paintings,19/01/1944,1944,26/03/1944,moma.org/calendar/exhibitions/2315,Q110890761
3649.0,250,Norman Bel Geddes' War Maneuver Models,26/01/1944,1944,05/03/1944,moma.org/calendar/exhibitions/3148,Q110890762
3650.0,251,Children's Art Work from the Holiday Circus,02/02/1944,1944,17/02/1944,moma.org/calendar/exhibitions/3149,Q110890763
2714.0,252,Modern Drawings,16/02/1944,1944,10/05/1944,moma.org/calendar/exhibitions/2849,Q110890764
3651.0,253,Understanding the Child Through Art,23/02/1944,1944,02/04/1944,moma.org/calendar/exhibitions/3150,Q110890765
3652.0,254,The American Snapshot,01/03/1944,1944,10/05/1944,moma.org/calendar/exhibitions/2316,Q110890766
3653.0,255,Modern Cuban Painters,17/03/1944,1944,07/05/1944,moma.org/calendar/exhibitions/2317,Q110890767
3654.0,256,Look at Your Neighborhood,29/03/1944,1944,25/06/1944,moma.org/calendar/exhibitions/3151,Q110890768
3655.0,257,Chinese Children's War Pictures,05/04/1944,1944,04/05/1944,moma.org/calendar/exhibitions/3152,Q110890769
3656.0,257a,Pacific Report: Photos By Eugene Smith,10/05/1944,1944,30/06/1944,moma.org/calendar/exhibitions/2318,Q110890770
2613.0,258a,"Painting, Sculpture, Prints",24/05/1944,1944,15/10/1944,moma.org/calendar/exhibitions/2804,Q110890771
274.0,258b,Design for Use,24/05/1944,1944,22/10/1944,moma.org/calendar/exhibitions/2750,Q110890772
4016.0,258c,"Built in the U.S.A., 1932–44",24/05/1944,1944,22/10/1944,moma.org/calendar/exhibitions/3385,Q110890773
4017.0,258d,Dance and Theatre Design,24/05/1944,1944,17/09/1944,moma.org/calendar/exhibitions/2443,Q110890774
314.0,258e,Posters,24/05/1944,1944,17/09/1944,moma.org/calendar/exhibitions/2761,Q110890775
4018.0,258f,Photography,24/05/1944,1944,17/09/1944,moma.org/calendar/exhibitions/3386,Q110890776
4019.0,258g,Circulating Exhibitions,24/05/1944,1944,17/09/1944,moma.org/calendar/exhibitions/3387,Q110890777
4020.0,258h,Educational Services,24/05/1944,1944,17/09/1944,moma.org/calendar/exhibitions/3388,Q110890778
4021.0,258i,Film Library,24/05/1944,1944,17/09/1944,moma.org/calendar/exhibitions/3389,Q110890779
4022.0,258j,Picasso Exhibition for Mexico City,26/06/1944,1944,10/09/1944,moma.org/calendar/exhibitions/3390,Q110890781
1033.0,259,Hayter and Studio 17: New Directions in Gravure,18/06/1944,1944,08/10/1944,moma.org/calendar/exhibitions/2777,Q110890780
3657.0,260,Soviet Children's Art,19/09/1944,1944,19/11/1944,moma.org/calendar/exhibitions/3153,Q110890782
3658.0,261,American Battle Painting 1776–1918,26/09/1944,1944,12/11/1944,moma.org/calendar/exhibitions/2319,Q110890783
3659.0,262,Paintings by Jacob Lawrence,10/10/1944,1944,05/11/1944,moma.org/calendar/exhibitions/3154,Q110890784
3660.0,263,Marsden Hartley,24/10/1944,1944,14/01/1945,moma.org/calendar/exhibitions/3155,Q110890785
3675.0,264,Lyonel Feininger,24/10/1944,1944,14/01/1945,moma.org/calendar/exhibitions/3157,Q110890786
3676.0,265,Manzanar: Photographs by Ansel Adams of Loyal Japanese-American Relocation Center,10/11/1944,1944,24/12/1944,moma.org/calendar/exhibitions/2332,Q110890787
2741.0,266,"Painting, Sculpture, Graphic Arts from the Museum Collection",15/11/1944,1944,30/05/1945,moma.org/calendar/exhibitions/2860,Q110890789
3677.0,267,Building with Wood,15/11/1944,1944,18/02/1945,moma.org/calendar/exhibitions/2333,Q110890790
3678.0,268,"The War Years: Color Reproductions of Works by Picasso, Matisse, Bonnard 1939–1943",14/11/1944,1944,27/11/1944,moma.org/calendar/exhibitions/3158,Q110890788
3679.0,269,Are Clothes Modern?,28/11/1944,1944,04/03/1945,moma.org/calendar/exhibitions/3159,Q110890791
3680.0,270,Children's Holiday Circus of Modern Art,06/12/1944,1944,07/01/1945,moma.org/calendar/exhibitions/3160,Q110890792
4460.0,No#,From Sketch to Stage,06/12/1944,1944,07/01/1945,,
3681.0,271,Photographs from the Museum Collection,11/12/1944,1944,18/02/1945,moma.org/calendar/exhibitions/3161,Q110890793
3682.0,272,George Méliès: Magician and Film Pioneer,27/12/1944,1944,14/01/1945,moma.org/calendar/exhibitions/3162,Q110890794
3683.0,273,Works from the Children's Holiday Circus of Modern Art,16/01/1945,1945,18/02/1945,moma.org/calendar/exhibitions/3163,Q110890795
3685.0,274,The Lesson of War Housing,16/01/1945,1945,04/03/1945,moma.org/calendar/exhibitions/3164,Q110890796
3687.0,275,Power in the Pacific: Battle Photographs of our Navy in Action on the Sea and in the Sky,23/01/1945,1945,20/03/1945,moma.org/calendar/exhibitions/2336,Q110890797
2767.0,276,Recent Acquisitions,15/02/1945,1945,18/03/1945,moma.org/calendar/exhibitions/2874,Q110890798
3689.0,277,French Photographs: Daguerre to Atget,21/02/1945,1945,30/05/1945,moma.org/calendar/exhibitions/2338,Q110890799
3692.0,278,"Integrated Building: Kitchen, Bathroom, and Storage",21/02/1945,1945,13/05/1945,moma.org/calendar/exhibitions/3165,Q110890800
3693.0,279,Modern Art for Young People,21/02/1945,1945,11/03/1945,moma.org/calendar/exhibitions/3166,Q110890801
3694.0,280,What is Modern Painting?,06/03/1945,1945,25/03/1945,moma.org/calendar/exhibitions/3167,Q110890802
3695.0,280a,Creative Photography,06/03/1945,1945,25/03/1945,moma.org/calendar/exhibitions/3168,Q110890803
3696.0,281,Development in Children's Art,14/03/1945,1945,13/05/1945,moma.org/calendar/exhibitions/3169,Q110890804
2771.0,282,Piet Mondrian,21/03/1945,1945,13/05/1945,moma.org/calendar/exhibitions/1934,Q110890805
3697.0,283,Modern American Dance,28/03/1945,1945,29/04/1945,moma.org/calendar/exhibitions/3170,Q110890806
3700.0,284,Georges Rouault,04/04/1945,1945,03/06/1945,moma.org/calendar/exhibitions/3171,Q110890807
3702.0,285,Stage Design by Robert Edmund Jones,11/04/1945,1945,24/06/1945,moma.org/calendar/exhibitions/3172,Q110890808
3703.0,286,Paul Strand: Photographs 1915–1945,25/04/1945,1945,10/06/1945,moma.org/calendar/exhibitions/2344,Q110890809
3705.0,287,Works from the Museum Collection of Dance and Theatre Design,02/05/1945,1945,01/08/1945,moma.org/calendar/exhibitions/3173,Q110890810
3706.0,288,Teaching Elements of Design to Children,16/05/1945,1945,10/06/1945,moma.org/calendar/exhibitions/3174,Q110890811
3708.0,289,Tomorrow's Small House: Models and Plans,29/05/1945,1945,30/09/1945,moma.org/calendar/exhibitions/2346,Q110890812
2742.0,290,The Museum Collection of Painting and Sculpture,20/06/1945,1945,13/02/1946,moma.org/calendar/exhibitions/2861,Q110890813
3725.0,290a,The Museum Collection of Photographs,20/06/1945,1945,23/06/1946,moma.org/calendar/exhibitions/2364,Q110890814
3727.0,291,Children's Art,20/06/1945,1945,20/08/1945,moma.org/calendar/exhibitions/3175,Q110890815
3728.0,292,Stage Designs by Joan Junyer,10/07/1945,1945,12/09/1945,moma.org/calendar/exhibitions/3176,Q110890816
3729.0,293,Fourteen Paintings by Vincent van Gogh,03/08/1945,1945,26/08/1945,moma.org/calendar/exhibitions/2366,Q110890817
3730.0,294,Young People's Art,23/08/1945,1945,13/09/1945,moma.org/calendar/exhibitions/3177,Q110890818
3731.0,295,Textile Design,29/08/1945,1945,23/09/1945,moma.org/calendar/exhibitions/3178,Q110890819
3732.0,296,Costume Carnival,19/09/1945,1945,25/11/1945,moma.org/calendar/exhibitions/3179,Q110890820
3734.0,297,Art for War Veterans,26/09/1945,1945,25/11/1945,moma.org/calendar/exhibitions/3180,Q110890821
3735.0,298,Stuart Davis,17/10/1945,1945,03/02/1946,moma.org/calendar/exhibitions/3181,Q110890822
3737.0,299,Elements of Design,23/10/1945,1945,15/11/1945,moma.org/calendar/exhibitions/3182,Q110890823
84.0,300,Useful Objects,21/11/1945,1945,06/01/1946,moma.org/calendar/exhibitions/2731,Q110890824
3738.0,301,Portraits of Ondine: Dance and Theatre Design,28/11/1945,1945,03/02/1946,moma.org/calendar/exhibitions/3183,Q110890825
3739.0,302,Museum of Modern Art Color Reproductions,28/11/1945,1945,03/02/1946,moma.org/calendar/exhibitions/3184,Q110890826
3740.0,303,Children's Holiday Circus of Modern Art,04/12/1945,1945,06/01/1946,moma.org/calendar/exhibitions/3185,Q110890828
3741.0,304,If You Want to Build a House,08/01/1946,1946,30/01/1946,moma.org/calendar/exhibitions/3186,Q110890829
3743.0,305,Creative Art by American Children,15/01/1946,1946,03/03/1946,moma.org/calendar/exhibitions/3187,Q110890830
3744.0,306,Arts of the South Seas,29/01/1946,1946,19/05/1946,moma.org/calendar/exhibitions/3188,Q110890831
3745.0,307,New Dormitories for Smith College,05/02/1946,1946,14/04/1946,moma.org/calendar/exhibitions/3189,Q110890832
3746.0,308,Architecture in Steel: An Experiment in Standarization by Konrad Wachsmann,05/02/1946,1946,06/03/1946,moma.org/calendar/exhibitions/2370,Q110890833
3748.0,309,A Home for U.N.O.: Must We Repeat the Geneva Fiasco?,05/02/1946,1946,03/03/1946,moma.org/calendar/exhibitions/3190,Q110890834
2707.0,310,Recent Acquisitions in Painting and Sculpture,06/02/1946,1946,24/02/1946,moma.org/calendar/exhibitions/2844,Q110890836
3751.0,311,The Photographs of Edward Weston,13/02/1946,1946,31/03/1946,moma.org/calendar/exhibitions/2374,Q110890837
2743.0,312,The Museum Collection of Painting,19/02/1946,1946,05/05/1946,moma.org/calendar/exhibitions/2862,Q110890838
2833.0,313,The Museum Collection of Sculpture,19/02/1946,1946,05/05/1946,moma.org/calendar/exhibitions/2892,Q110890839
89.0,314,New Furniture Designed by Charles Eames,12/03/1946,1946,14/04/1946,moma.org/calendar/exhibitions/2732,Q110890840
3752.0,315,Work from Children's Classes Conducted Under the Educational Program,12/03/1946,1946,10/04/1946,moma.org/calendar/exhibitions/3191,Q110890842
2625.0,316,Marc Chagall,09/04/1946,1946,23/06/1946,moma.org/calendar/exhibitions/2810,Q110890843
3753.0,317,Original Illustrations of Children's Books,16/04/1946,1946,02/06/1946,moma.org/calendar/exhibitions/3192,Q110890844
